id,left_image_path,right_image_path,left_higher_division_pressure,pair_weight
5dfce3a38e53,train/5368246a3c0c.png,train/39e28cae30c0.png,0,1.946558
5e05ce6390e9,train/81838edbec0e.png,train/65d22a114b99.png,1,2.534812
5e1543828cea,train/16aded602696.png,train/ded746851d27.png,0,1.647633
5e19e724e9e3,train/c2e10d2aa1d7.png,train/926fab703485.png,0,2.327975
5e4d2ff3ff67,train/a1f3907e1e5d.png,train/1def98c11450.png,1,1.511703
5e6eb0e1df6d,train/cd284e56f6ee.png,train/7790c8a5a55f.png,0,1.485247
5ebb9987b63a,train/d9bb5d98a384.png,train/f11ff4a07cfd.png,1,3.0
5ec7d690f6b6,train/73f51f1ddc7b.png,train/0948ccf07aad.png,1,2.862012
5ef305c686e2,train/2314adcbe8f8.png,train/7bd0c08a8ca6.png,0,3.0
5f28a8927f77,train/250406e090ed.png,train/16b1cff634cf.png,0,3.0
601bd189cf11,train/3cf1ea0066c2.png,train/b0f4c9e2ee13.png,1,2.441483
6047d6eca812,train/348cb9308e77.png,train/4d220359234c.png,0,2.68884
60590fd0f3b3,train/e30cab0ff7d6.png,train/7b1e82283712.png,1,2.747472
60811c94d8a0,train/a8156bcac10a.png,train/bd7b96224842.png,1,2.361004
60986ce0d59d,train/1e40e427e42b.png,train/5eb03b631b42.png,0,2.440603
60a0c320cc7b,train/d1168e94cc39.png,train/cce82c26ff81.png,1,1.781215
60b3dfe47b58,train/52c545c3c82f.png,train/6cd41f6f1b60.png,1,2.054633
60e1d6c7b463,train/2acc219774fb.png,train/258cc348624e.png,1,2.542092
60e5ba2b5724,train/5a3e2bbe8c24.png,train/5b86189ce517.png,1,2.166145
61278ea9fa1b,train/d46cd8d4356c.png,train/453d097017fe.png,1,1.469772
613745ab74b2,train/129840bf3ea1.png,train/e6714cc0d767.png,1,1.765968
6137574a0743,train/7578570b0fbd.png,train/df6eb18a5a49.png,0,1.939746
613f40c85e1f,train/3fe2c504bd33.png,train/a9488dd8f071.png,1,3.0
616982a7248c,train/53940e3f5287.png,train/ca61256354a5.png,1,3.0
618de6b00181,train/b78b53c91b1e.png,train/320478842a08.png,1,1.88163
61c1a931e5f1,train/31df3ea2cfc7.png,train/8acf86069555.png,0,1.530965
627d6e373eb6,train/703b2b403c4d.png,train/5587d4f43086.png,0,2.510721
62dc803388c6,train/a9a023569dcd.png,train/d1e9bb5c5570.png,1,3.0
62ecc6ed0ec1,train/9ded2ad1d15e.png,train/65a89221dbc0.png,0,1.959233
62fee8fe633d,train/c38f6fa475a8.png,train/7394d42332ac.png,1,3.0
6306c77e18a5,train/2a6bbefb777e.png,train/4284a0d98ae3.png,1,3.0
6368fa32755b,train/12c55ae01f30.png,train/e55cbc33c860.png,0,3.0
6395b758ae19,train/f732283f079a.png,train/82ac43a83b11.png,0,3.0
63d9ce1ab386,train/12aa00ec78ab.png,train/848ee6e05dc3.png,0,3.0
646b58e4d56b,train/c50d0f6b5def.png,train/e6368f8f403d.png,1,1.662729
64cbf583c26e,train/12aa00ec78ab.png,train/e6714cc0d767.png,0,1.597909
65016cc87585,train/5f9eac72ae0f.png,train/d1e9bb5c5570.png,1,3.0
650c12dbc63c,train/03052fc5381e.png,train/2052635950de.png,0,1.922984
652ca4dd3132,train/972da3f60fe5.png,train/ad885d94c99d.png,1,2.181665
65493f3d47b4,train/138b1bc0821f.png,train/eda558d6b93d.png,1,1.864193
656181948a25,train/608a3de541ff.png,train/cce5d39aabac.png,1,1.683366
65e457b85d08,train/3efe0d4b9a6d.png,train/79d47f8ccf09.png,0,1.803782
66c044c1be7f,train/453d097017fe.png,train/443b38d52318.png,0,1.404364
66ebad94ab69,train/e93189ace82f.png,train/c5fbbe408e4f.png,1,2.834932
67974a152801,train/1d745fc829e1.png,train/18b717158521.png,1,1.395872
67bdc2557fc8,train/a35fc11eadb3.png,train/9ded2ad1d15e.png,0,2.483921
67c96f3f046f,train/6d37b8c81f2e.png,train/9ded2ad1d15e.png,1,3.0
68222cde7fe6,train/bfb3b55e81d6.png,train/6fda56bc3a71.png,1,2.394748
6886e4cbb32f,train/7790c8a5a55f.png,train/808910272136.png,0,2.733878
688795a4c471,train/a2f905c1f04a.png,train/e6714cc0d767.png,1,2.390078
6911296db093,train/27424dc18b3f.png,train/4d49b53bdf61.png,0,2.613985
692759f0f15a,train/e68ac09b909c.png,train/9c61510b50fc.png,0,3.0
69748918cef9,train/8935cc996c61.png,train/095b8aef95ed.png,1,1.978701
6988673f8158,train/18b717158521.png,train/e08406ca19fa.png,1,2.336027
69e4038e67b9,train/265dded1f1af.png,train/525f435a9301.png,0,2.469199
6a0b02aba2a4,train/5ec754002658.png,train/b7a2959f868b.png,1,1.372716
6a72e18f181c,train/7e49d0542c72.png,train/d330f9c071bb.png,1,2.042881
6a7a584220e3,train/4a57879e2e1d.png,train/972da3f60fe5.png,0,3.0
6a835326c2f6,train/ce7c28206e39.png,train/803ee335f263.png,0,1.415244
6b1a8974282f,train/258cc348624e.png,train/655980fa13df.png,0,1.472716
6b6632d42263,train/46f0439b13a3.png,train/d981528d6d9c.png,0,2.52172
6b8044a649d2,train/00b4f11bf9a9.png,train/52c545c3c82f.png,1,2.088885
6b93670333c9,train/5f614aa34943.png,train/e08406ca19fa.png,1,2.419134
6c7fe8a750f3,train/5c4f193b437d.png,train/ab7bd8339143.png,0,3.0
6cc12177577e,train/17c1db08f44a.png,train/b4c159a6b638.png,1,3.0
6ce70b3ac4c2,train/6584a04f3e49.png,train/7a48f3f479d7.png,0,1.62964
6d2edaaf299e,train/cce5d39aabac.png,train/b832736627e8.png,0,1.503363
6d30aa606b51,train/1d745fc829e1.png,train/7ded9f987872.png,1,1.749566
6d6e972cc72b,train/26ee662272c7.png,train/b3085790759e.png,0,1.990258
6e03251ea7eb,train/9af71ee4e995.png,train/8096ad16c66f.png,1,2.045013
6e0561cfcec4,train/f3a11dbc8d1c.png,train/5ad7dc8da0b7.png,0,1.552218
6e497bb2affb,train/ca61256354a5.png,train/d4455ea2f880.png,1,2.369918
6e897c2d948b,train/3e0cb5147ade.png,train/d5148f7a675b.png,0,3.0
6eaee6fe55c6,train/b4c159a6b638.png,train/15c33c45d045.png,0,3.0
6ecc17df1bc5,train/095b8aef95ed.png,train/1078e85cccbf.png,1,2.115099
6f2cd66c2efd,train/bcb7e4435708.png,train/aacc8c0d817f.png,0,1.633695
6f32d69c80ac,train/bd7b96224842.png,train/40d1173d6883.png,0,3.0
6f83e00c980f,train/3900a09302d9.png,train/afffce92e575.png,1,1.526129
6fd0f5bca929,train/24720425a49f.png,train/acff629b73dc.png,0,1.968336
6fd69fdff21f,train/6ef916d4314c.png,train/d6f5801c08d9.png,0,3.0
7006576c6f85,train/8f492d2d53eb.png,train/d4717c851d68.png,0,1.784507
7061f7813569,train/e1b965c8f45a.png,train/4969a38ce815.png,0,1.626905
707bcb905b35,train/554a3ffc18a2.png,train/265dded1f1af.png,1,3.0
710603266c66,train/6d37b8c81f2e.png,train/140857456ce3.png,1,3.0
712f2d562315,train/f732283f079a.png,train/20b532d1665d.png,0,3.0
713bc6e1c2a6,train/e64ab0cebecb.png,train/c8936debc577.png,0,3.0
71666fbcee17,train/453d097017fe.png,train/e89e9fba7933.png,1,2.714638
7188ceb5eab8,train/9ded2ad1d15e.png,train/96bd89871ec9.png,1,2.040758
718f358a0e7b,train/c3f46e67924e.png,train/e472e80ba800.png,0,1.644616
719a375959ad,train/3597334944c4.png,train/fec8cd315790.png,0,1.395929
71aa4fc92362,train/cee6ef105312.png,train/53274160bd4b.png,0,1.449137
71e22b90d8f1,train/52c545c3c82f.png,train/ae1d670695df.png,1,1.53744
730305e783be,train/ccfa986aad95.png,train/d5148f7a675b.png,0,2.599721
7309794eb266,train/c8fa26338155.png,train/ab7bd8339143.png,0,2.729961
73a45b53ac11,train/4316f491aa61.png,train/2e7e234c4861.png,0,1.95591
73f8355049ea,train/ae6c2c8e7a8f.png,train/15c33c45d045.png,0,2.218736
73fbb800680e,train/a4d194b1ebdd.png,train/d0722b4c4ef0.png,1,3.0
73fe67dd8b1b,train/603fb448f2d8.png,train/4ad0fffc0a3d.png,0,2.223456
7455efc5dae3,train/0bae4da9c1a5.png,train/de6db38941fb.png,0,2.074469
747eda7d0b10,train/9c4d08425401.png,train/700bf1f7f2ee.png,0,3.0
756c1073e21e,train/53274160bd4b.png,train/2542a2c17fe7.png,1,3.0
756e49cf8480,train/80af1a2deff2.png,train/46be031dcf82.png,1,1.809348
75763b301d9c,train/5244bb9ab834.png,train/94dc91c905d5.png,0,2.002006
75776e3c9b4e,train/d46cd8d4356c.png,train/d32fba536fb1.png,1,2.522385
75f03600f92f,train/7578570b0fbd.png,train/2f23f0ce1bee.png,0,2.553154
76201ad92e71,train/76278c24d002.png,train/46f0439b13a3.png,0,1.6932
763d1e995155,train/603fb448f2d8.png,train/72574741a3a9.png,0,3.0
768051afcb08,train/2525736b03c5.png,train/347f6bc8e8d1.png,0,1.722965
779d63b0b1e5,train/a7a2be4cf114.png,train/7772d4510645.png,1,2.293391
786e9d541e72,train/273934df52a9.png,train/041d4a0ede20.png,0,1.915579
78d211155486,train/be21b786e922.png,train/4b219931e422.png,1,3.0
7984f2133fbc,train/d41602c6bfb8.png,train/2314adcbe8f8.png,1,2.792217
79f613d1289f,train/2e79e05bb1af.png,train/2299d4e91b13.png,1,3.0
7a10b966767e,train/65b5b4d55a39.png,train/3cf1ea0066c2.png,0,3.0
7acfac1970dd,train/a8156bcac10a.png,train/68b186f82f1c.png,1,2.767499
7b2eac9a3bd7,train/a9a023569dcd.png,train/3738504d9141.png,1,1.719662
7b84661fb876,train/d31d93071bf1.png,train/b4ae30bae7cf.png,0,1.446298
7c2b830c5c7a,train/ac619fdb5c8c.png,train/df6eb18a5a49.png,0,1.4703
7c50743dd92c,train/138b1bc0821f.png,train/a5815abc6b11.png,0,2.255318
7c79307c506f,train/16b1cff634cf.png,train/c722801454b3.png,0,2.287826
7cc53a7d5b4b,train/91765c4d6f78.png,train/b6165ea5de29.png,1,3.0
7d20ccc30bca,train/96bd89871ec9.png,train/1df691ca465e.png,1,1.523305
7da58bbd9ae0,train/65a89221dbc0.png,train/4a74cb75d969.png,1,2.860144
7f9e493d813c,train/c170e7b214df.png,train/95ce558fab48.png,0,3.0
7fec40ecc7fe,train/c5fbbe408e4f.png,train/e30cab0ff7d6.png,0,3.0
802ef0e95d64,train/c170e7b214df.png,train/e3424f1d952f.png,0,1.448815
8085d4728de3,train/c02c6b365534.png,train/0b5d58141b4a.png,1,2.505628
808d436f208c,train/7e49d0542c72.png,train/993ddfafec05.png,1,1.305639
80a53c0db9fc,train/10feceb971a8.png,train/3fd2105082e1.png,1,1.739041
80b9d706cdb9,train/61c665bb5de5.png,train/94391069f727.png,1,1.313812
80c1bd63093b,train/4d5edce4369d.png,train/b45d2e4142de.png,0,1.859772
810ceb9739e5,train/2542a2c17fe7.png,train/3c9e329f137e.png,0,2.195951
8130116e6769,train/517bbf31c15b.png,train/12fc1e7940a6.png,1,1.780967
8154ab145bd6,train/e3424f1d952f.png,train/f6300fa46400.png,0,3.0
8158b6401ebb,train/3b73da8bed20.png,train/5f9eac72ae0f.png,0,2.869659
81b8b4398caf,train/10e98c945951.png,train/411fc7a30835.png,1,1.809626
81de7d95bd91,train/8acf86069555.png,train/1d745fc829e1.png,1,1.868526
820487a3c49e,train/be21b786e922.png,train/08e5435eb3be.png,1,2.062266
8242ab3ced3f,train/2715fcbf8da5.png,train/0b2cf1c579d2.png,0,2.477168
824ac67f12aa,train/411fc7a30835.png,train/2824380c416c.png,0,1.710944
82762ddcc3e1,train/4969a38ce815.png,train/e93189ace82f.png,0,2.415918
82f71baffe40,train/cc72859d3060.png,train/b6165ea5de29.png,1,3.0
8386246dcf9b,train/4594b7366b94.png,train/2c127236ab35.png,1,1.980948
838be0a22d49,train/a7a2be4cf114.png,train/926fab703485.png,0,2.631013
849bd3ecadfd,train/6fda56bc3a71.png,train/2052635950de.png,0,1.367158
849bd925eb78,train/bd7b96224842.png,train/e407b1365599.png,0,2.106048
856ae056d2f9,train/32813ca073a4.png,train/f3a11dbc8d1c.png,0,1.74509
85b56b1dd7c9,train/80af1a2deff2.png,train/9c4d08425401.png,1,2.384786
85b76619f8d3,train/808910272136.png,train/b25918759b24.png,1,3.0
85d22d1abc84,train/e1b965c8f45a.png,train/a2050c46600e.png,0,2.309367
86a7995239ad,train/8f492d2d53eb.png,train/425305860748.png,0,1.775718
86cb205e2902,train/ded746851d27.png,train/64caa22cfaef.png,0,1.387599
8708ebe1327a,train/6f999750c2a0.png,train/cb3933aef956.png,1,3.0
872ef9dbbbca,train/83c20f7f825d.png,train/d4717c851d68.png,0,3.0
8765270d1ed7,train/b78b53c91b1e.png,train/9774bf8e93f2.png,1,2.368204
87a892b468f1,train/c51034b5e035.png,train/c170e7b214df.png,1,1.529628
87b3a39ac4b1,train/495b13bdb7e2.png,train/c8fa26338155.png,1,2.043456
89604a3c4df6,train/e08406ca19fa.png,train/72574741a3a9.png,0,2.692121
8977f6e1506c,train/46f0439b13a3.png,train/65a89221dbc0.png,0,3.0
8a913c3b645c,train/9f5d6b33dabd.png,train/ea26d91ff947.png,0,2.316477
8af3cb08c62d,train/d1168e94cc39.png,train/cce5d39aabac.png,1,3.0
8b54f5d6f922,train/dcf598f767f2.png,train/18b717158521.png,0,2.676461
8b9db88a6663,train/c8936debc577.png,train/8f492d2d53eb.png,1,1.321885
8bf7d2f1ebf5,train/95ce558fab48.png,train/603fb448f2d8.png,1,3.0
8c17a53e2f52,train/ec4006d1ec5d.png,train/faa77f49042f.png,0,2.847853
8ccf470fa0fe,train/a7a2be4cf114.png,train/4a57879e2e1d.png,1,1.774467
8cda4a2763fe,train/d31d93071bf1.png,train/2e7e234c4861.png,0,2.467633
8d566d56af30,train/e08406ca19fa.png,train/18121bdcf50c.png,0,1.412193
8d667a26890c,train/6a71152e032b.png,train/1847002a9c97.png,1,2.01547
8d7614cc5c3a,train/aa6a66776046.png,train/20a9af014d3e.png,1,1.804354
8d8570010300,train/46f0439b13a3.png,train/8e93d0921317.png,0,2.804271
8da6c2d9134b,train/b832736627e8.png,train/c8a147fc7b04.png,0,3.0
8e42393504fc,train/10feceb971a8.png,train/96bd89871ec9.png,1,1.797991
8ed9dde163c9,train/dc91713f9d30.png,train/fa52e81d5e8f.png,0,2.555711
8efd6951f03d,train/d1168e94cc39.png,train/808910272136.png,0,1.697017
8f493cee6e6b,train/24720425a49f.png,train/603fb448f2d8.png,1,1.561083
8f709b960142,train/4594b7366b94.png,train/2542a2c17fe7.png,1,2.390814
8fa6d84edd4f,train/5ad7dc8da0b7.png,train/2824380c416c.png,1,1.580704
8fbf55e894a6,train/b6165ea5de29.png,train/5ae368661421.png,0,3.0
903d3700d15f,train/3900a09302d9.png,train/265dded1f1af.png,1,3.0
90b9561f8fbb,train/a1d70e5205bf.png,train/64caa22cfaef.png,0,1.648066
90c8e28726fd,train/90280e9b9efd.png,train/8acf86069555.png,0,3.0
910bbbe517dd,train/efee392e4e3e.png,train/57b1d7431851.png,0,1.853014
910fafb7ec98,train/2824380c416c.png,train/9bcb27fa1a23.png,1,1.739481
91513df5d308,train/16aded602696.png,train/efebc27a99a8.png,0,1.655876
91d69ab9f5d1,train/495b13bdb7e2.png,train/61c50f7e25e6.png,0,1.81944
922b0a9aa814,train/b3ec0f086288.png,train/a1fdca62208b.png,0,2.248055
92d29641ff4d,train/fe59e5638e53.png,train/40d1173d6883.png,0,2.515545
93b1eb6e9410,train/f219d600da12.png,train/926fab703485.png,0,1.723804
93b2807802a6,train/a5815abc6b11.png,train/a6aa43760730.png,1,3.0
93f4e08a52f0,train/b78b53c91b1e.png,train/5a87709d02c5.png,0,2.292196
94242a484517,train/10feceb971a8.png,train/2e9db0236bfa.png,1,2.07256
946424533490,train/7e797952187d.png,train/520271d7b607.png,1,3.0
94e846eed4de,train/803ee335f263.png,train/0cb9e66a19ec.png,1,1.55408
94ed2df8f46a,train/5a66d2046038.png,train/9c61510b50fc.png,0,3.0
95631ea7fff0,train/0288002b40b8.png,train/ae6c2c8e7a8f.png,1,1.322009
95fcbce9d628,train/d4717c851d68.png,train/6186f6d20df8.png,1,1.405774
96b2741f08f0,train/1847002a9c97.png,train/4d49b53bdf61.png,0,2.095327
9727a14b995e,train/3dbf84dfc49b.png,train/1c15d6795cfd.png,1,1.450831
975bd9837a02,train/de0a552d70a6.png,train/138b1bc0821f.png,0,1.349857
976172f9d280,train/cc9424caea2f.png,train/501d558a4a2d.png,1,2.167551
9778d3ae1799,train/2824380c416c.png,train/c510069c3587.png,1,1.936304
979d1634827e,train/5368246a3c0c.png,train/cce82c26ff81.png,0,1.75014
97df9dd6d042,train/65d22a114b99.png,train/e99c7849570a.png,0,2.465222
9802f657c12b,train/9a9f9b2d1c6e.png,train/a1f3907e1e5d.png,1,2.690287
980c29fda0ed,train/fa52e81d5e8f.png,train/7772d4510645.png,1,3.0
98153e599889,train/4beb8bf87cd2.png,train/a00cfeb6e2ec.png,0,1.417713
985ba4a4df6d,train/c48e9fe910fd.png,train/32813ca073a4.png,1,2.674756
98c59a59c2fa,train/443b38d52318.png,train/059a66bf9459.png,1,1.61503
98e2bcdf64ca,train/23c6309aa870.png,train/3cf1ea0066c2.png,0,1.638851
99056f32cd2e,train/5a66d2046038.png,train/d981528d6d9c.png,0,2.742518
994d12f72ff8,train/1df691ca465e.png,train/e0fe5ab3001d.png,0,2.409852
9978df9ebfc0,train/2acc219774fb.png,train/784409c63fa6.png,1,2.706701
999b0f6c615c,train/d46cd8d4356c.png,train/6254654b5857.png,1,2.565699
99d09e99ce0c,train/5244bb9ab834.png,train/10feceb971a8.png,0,1.933502
9acf9ccdfe22,train/7bb0cb1e9159.png,train/5f0b3c6cd888.png,0,1.436633
9bac6cc8a9ff,train/320478842a08.png,train/bb26774cc0b0.png,0,1.693877
9c0a1b7d864d,train/cc9424caea2f.png,train/a1fdca62208b.png,1,1.317568
9c80abe670c8,train/23c6309aa870.png,train/5243e0e9d958.png,0,1.332511
9d4b7983e15a,train/20f7c370c666.png,train/848ee6e05dc3.png,0,3.0
9d919d16e732,train/250406e090ed.png,train/3fe2c504bd33.png,0,3.0
9dbf579dee83,train/9c61510b50fc.png,train/411fc7a30835.png,1,3.0
9e234bb8ce03,train/c8fa26338155.png,train/9f5d6b33dabd.png,1,1.810154
9e6dc2627c32,train/0288002b40b8.png,train/f35b983c9bac.png,1,1.842249
9ee040366e73,train/4a74cb75d969.png,train/31efbc34dffa.png,1,1.418382
9f31552bc4fb,train/de6db38941fb.png,train/bb6efe62f4e0.png,1,3.0
9f4862ce5c47,train/0c51a96fb829.png,train/46be031dcf82.png,1,2.146235
9f8cb3dfefed,train/611d6ba28e9a.png,train/700bf1f7f2ee.png,0,3.0
9fe594ebe0ba,train/f82f08e205ac.png,train/26ee662272c7.png,0,1.784013
a0082cce2545,train/2314adcbe8f8.png,train/da05b8d60f95.png,0,2.482713
a04fd4c02670,train/7a48f3f479d7.png,train/c50d0f6b5def.png,1,1.526799
a0ac45dbd0a3,train/7575c3b98ba4.png,train/0d6c113a0ec1.png,0,1.420696
a0ec7a19b8bb,train/0d6c113a0ec1.png,train/e9aa77bf5a97.png,1,2.072537
a10d15b08d9c,train/b65a85c38909.png,train/c50d0f6b5def.png,1,1.341751
a114de2cf767,train/2e7e234c4861.png,train/5587d4f43086.png,0,1.962335
a166f79202ca,train/2715fcbf8da5.png,train/9064f827e154.png,1,1.908551
a17829274f54,train/9bcb27fa1a23.png,train/c8e101af7a94.png,0,1.677023
a17d17da7f62,train/12aa00ec78ab.png,train/31efbc34dffa.png,0,1.405198
a186ef447bdc,train/00b4f11bf9a9.png,train/03052fc5381e.png,1,3.0
a1db65714042,train/32813ca073a4.png,train/b6165ea5de29.png,1,2.177917
a28936df9a00,train/7782f907bad6.png,train/106d7bfbaa89.png,1,2.033144
a2c6b5185ba8,train/5ec754002658.png,train/73de5a66902b.png,1,2.770814
a2d56cdd68d3,train/b87034e6dffe.png,train/7578570b0fbd.png,1,1.867937
a2dc7f23063d,train/3cf1ea0066c2.png,train/a93380332d6f.png,1,2.063369
a310c5bae169,train/64caa22cfaef.png,train/5a87709d02c5.png,0,2.198128
a330c928d09d,train/6d37b8c81f2e.png,train/61c50f7e25e6.png,1,2.626787
a37a97815898,train/7e797952187d.png,train/ba77507fbe6d.png,1,2.365266
a474e714b5ae,train/b6165ea5de29.png,train/68c6cc6b0b62.png,0,3.0
a4f8136158df,train/4be27a89bc64.png,train/d4447d52a2a7.png,0,2.381123
a50a02e26ede,train/f732283f079a.png,train/cd253afcb9f0.png,0,2.588064
a510aff1158f,train/0b2cf1c579d2.png,train/eb9a2d58de78.png,1,2.653691
a521871504d1,train/f11ff4a07cfd.png,train/a00cfeb6e2ec.png,0,2.089278
a58f5dc39ac4,train/2052635950de.png,train/2314adcbe8f8.png,1,2.829841
a64f15cc523b,train/e472e80ba800.png,train/347f6bc8e8d1.png,1,2.843436
a6ba370e2075,train/7782f907bad6.png,train/76278c24d002.png,1,3.0
a6cc12e2578b,train/0cb9e66a19ec.png,train/a5815abc6b11.png,0,3.0
a742d586a2de,train/6cd41f6f1b60.png,train/76278c24d002.png,1,2.025444
a76b78f57028,train/517bbf31c15b.png,train/7bd0c08a8ca6.png,0,1.43476
a7d1a830a8fc,train/304647d71a76.png,train/2542a2c17fe7.png,1,2.175141
a7f1dc611568,train/e1b965c8f45a.png,train/5d1f2e3e57af.png,0,2.77383
a83c2a76feaf,train/00dac88c0068.png,train/abb5fc143a31.png,1,1.933972
a8c0f70ee29a,train/24720425a49f.png,train/40d1173d6883.png,0,3.0
a9202d5ed186,train/7080842827a0.png,train/c54506eaee14.png,0,2.974853
aa63adaa6ca5,train/554a3ffc18a2.png,train/a1f3907e1e5d.png,1,2.02219
aa6b2a992f5e,train/304647d71a76.png,train/d7ad8956438c.png,1,1.963373
aac3dd56fbd3,train/3ff9f950907d.png,train/7ded9f987872.png,1,1.432956
aac8d4c41f79,train/79304f30639a.png,train/a0adade5a2b5.png,1,2.808055
ab30dbf6a97a,train/3ddb922cb714.png,train/7b1e82283712.png,1,2.710684
ab337fe9d7bf,train/b4c159a6b638.png,train/7578570b0fbd.png,0,1.472128
aba1187b025c,train/e08406ca19fa.png,train/e74e51437b10.png,0,2.686285
abc8c1304830,train/efebc27a99a8.png,train/538d29228600.png,1,1.435283
ac182f631209,train/33d4754b1bfc.png,train/7cd3be5fa6d3.png,1,1.376149
ac3f942461ed,train/2bca683108c4.png,train/58f26ae301e2.png,0,1.657997
ac4820f092e5,train/ea823e7e40cd.png,train/82ac43a83b11.png,0,2.041431
ac6fcd22f101,train/220ef2ef47da.png,train/784409c63fa6.png,1,2.619664
ac76c0c23c32,train/4d49b53bdf61.png,train/f1794a9be487.png,1,2.99779
acab32192f01,train/265dded1f1af.png,train/0d6c113a0ec1.png,0,2.546156
acb8a9291d8a,train/ea26d91ff947.png,train/265dded1f1af.png,1,2.561604
ad4792bba4fc,train/655980fa13df.png,train/2bca683108c4.png,0,1.429709
ad5a9964309d,train/a1d70e5205bf.png,train/de0a552d70a6.png,0,1.536352
adb2c3e467d5,train/96cb5d635b8f.png,train/fec8cd315790.png,0,1.417291
add2127ba409,train/2a6bbefb777e.png,train/2acc219774fb.png,1,2.666678
aeb5a2197018,train/d330f9c071bb.png,train/ea823e7e40cd.png,0,2.16263
aeb71e6c23ea,train/a1fdca62208b.png,train/4d865f8928e5.png,1,1.694735
af03fbc2295d,train/b45d2e4142de.png,train/4a57879e2e1d.png,1,2.785233
af12b995a83f,train/7a48f3f479d7.png,train/79d47f8ccf09.png,0,1.58647
af281d14efbd,train/2b516f2e72bf.png,train/2bca683108c4.png,0,1.777184
af4e18d42f84,train/65a89221dbc0.png,train/4305adb36e05.png,1,1.831194
affc9870d2f9,train/c46c7160793a.png,train/ab7bd8339143.png,0,1.543067
b04b42328a3b,train/041d4a0ede20.png,train/2639a62a89df.png,1,2.845116
b06e17ffa9d1,train/e99c7849570a.png,train/fb880e60de87.png,1,2.137049
b07b89c9355f,train/700bf1f7f2ee.png,train/de0a552d70a6.png,1,2.660785
b0949d496f89,train/bc1f126f4e2f.png,train/9acacc30545e.png,0,1.37642
b0ae87f3dbfa,train/d4d9ce7d0fc1.png,train/3e0527cc9cca.png,0,3.0
b0efd1c7cd18,train/31efbc34dffa.png,train/cce82c26ff81.png,0,2.32464
b0f1bb7c7492,train/73f51f1ddc7b.png,train/5c0d44fe32e5.png,1,3.0
b123489dc8e4,train/7772d4510645.png,train/ea26d91ff947.png,0,2.646253
b138415cbfcf,train/608a3de541ff.png,train/6d37b8c81f2e.png,0,3.0
b16afd0fedf4,train/5d1f2e3e57af.png,train/d330f9c071bb.png,1,1.685988
b214ccbe2f3f,train/20b532d1665d.png,train/c45bcaa98379.png,1,2.811061
b235d9851fc5,train/bcb7e4435708.png,train/611d6ba28e9a.png,1,2.489827
b25284db3732,train/5f0b3c6cd888.png,train/8c7688352be8.png,0,1.678555
b253dc045b06,train/c50d0f6b5def.png,train/5a66d2046038.png,1,2.146765
b25c73b8b522,train/96bd89871ec9.png,train/61c665bb5de5.png,0,1.722524
b26477f2f9b0,train/5ae368661421.png,train/c722801454b3.png,0,2.765488
b27288f9edb8,train/33d4754b1bfc.png,train/6f999750c2a0.png,0,2.026831
b2acacc123e1,train/95ce558fab48.png,train/d1e9bb5c5570.png,1,3.0
b376be60e648,train/041d4a0ede20.png,train/46be031dcf82.png,1,2.677928
b4470e11e33b,train/c46c7160793a.png,train/ec4006d1ec5d.png,1,3.0
b450d6bfa9e0,train/e1b965c8f45a.png,train/b5595f85bcf6.png,0,2.388572
b4fc5b498a52,train/3b73da8bed20.png,train/3efe0d4b9a6d.png,0,2.620431
b5014b556d4b,train/6fda56bc3a71.png,train/0b5d58141b4a.png,1,2.000224
b51b13923b9f,train/5b86189ce517.png,train/e3424f1d952f.png,1,1.995919
b5968db0e1d4,train/57b1d7431851.png,train/9cb387e0a654.png,1,1.854937
b5dd4fd6e36d,train/4eaea36ca08d.png,train/7772d4510645.png,1,3.0
b5e160d4d97b,train/5a3e2bbe8c24.png,train/7f3be4668aba.png,1,2.07334
b5e4b6e2d9fc,train/c02c6b365534.png,train/e6368f8f403d.png,1,2.207118
b5f13081b4e6,train/ea26d91ff947.png,train/4d49b53bdf61.png,0,1.823647
b628b579f390,train/10dce3bd88df.png,train/7659e786e977.png,0,3.0
b6adb82d39ad,train/33d4754b1bfc.png,train/57b1d7431851.png,0,1.670757
b7452eaabed4,train/0ce815531199.png,train/b3ec0f086288.png,1,2.13137
b747daad1449,train/4594b7366b94.png,train/095b8aef95ed.png,1,1.56831
b74be3af0ea7,train/8096ad16c66f.png,train/24f52e263782.png,0,1.987815
b7d5d4f88004,train/7790c8a5a55f.png,train/40d1173d6883.png,0,2.531295
b87917c52851,train/0e62499b4ea4.png,train/e0b8a4778b34.png,1,2.910327
b89d88c0ba9a,train/e407b1365599.png,train/e0b8a4778b34.png,1,2.598651
b8ef2110e3a4,train/cee6ef105312.png,train/808910272136.png,0,1.942914
b8f2daf07422,train/d981528d6d9c.png,train/6186f6d20df8.png,0,1.370937
b9288d2c9ecf,train/4d865f8928e5.png,train/c8a147fc7b04.png,0,2.443358
b9b53b3117eb,train/a0adade5a2b5.png,train/26034945cf1a.png,0,2.756197
ba5b9c2c92bf,train/faa77f49042f.png,train/106d7bfbaa89.png,1,2.018197
ba885375d264,train/6f999750c2a0.png,train/6d37b8c81f2e.png,0,3.0
baf2f58ca41d,train/3597334944c4.png,train/6186f6d20df8.png,0,2.709872
baf6dbc21c95,train/b0a18f82ef8b.png,train/0b5d58141b4a.png,1,2.929364
